rua,bairro,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua GV4,Residencial Granville,-16.7145297,-49.326028,8488.58,-7561.42,-3848.5
Rua GV4A,Residencial Granville,,,,,
Rua GV5,Residencial Granville,-16.7143274,-49.3250681,8387.3,-7459.23,-3826.02
Rua GV8,Residencial Granville,-16.7151002,-49.3273268,8640.62,-7699.68,-3911.9
Rua GV9,Residencial Granville,-16.7143415,-49.326785,8551.12,-7642.0,-3827.59
Rua Gabriel Elias,Residencial das Acácias,-16.6250546,-49.299537,7726.79,-4741.27,6095.13
Rua Galícia,Setor Três Marias,-16.7450165,-49.3396851,11565.7,-9015.31,-7236.59
Rua Gameleira,Goiânia 2,-16.6277728,-49.2498237,5822.45,551.05,5793.05
Rua Gameleira,Residencial Aruanã,-16.69609,-49.1967839,6456.74,6197.5,-1799.24
Rua Gaponga,Parque Amazônia,-16.7261832,-49.2830172,5948.93,-2982.62,-5143.59
Rua Garibaldi,Jardim Vila Boa,-16.7282953,-49.3176383,8571.04,-6668.28,-5378.31
Rua Garigliano,Residencial Villagio Toscana,-16.6015455,-49.2450932,8776.32,1054.65,8707.77
Rua General Osório,Parque Anhanguera,-16.7233386,-49.2981856,6669.73,-4597.4,-4827.46
Rua Gentil Pinto,Vila Rosa,-16.7424576,-49.2963515,8232.94,-4402.15,-6952.21
Rua George VI,Residencial Jardins Londres,-16.7142843,-49.217834,5503.38,3956.57,-3821.23
Rua Georgina George Borges de Melo,Conjunto Habitacional Madre Germana II,-16.8150365,-49.3758323,19782.07,-12863.42,-15018.12
Rua Gerson Castro Costa,Residencial Kátia,-16.7371824,-49.3613788,12997.12,-11324.75,-6365.96
Rua Getúlio Vargas,Parque Anhanguera,-16.7248062,-49.2990255,6849.75,-4686.82,-4990.56
Rua Getúlio de Sá,Conjunto Morada Nova,-16.6831152,-49.316478,6558.1,-6544.75,-357.31
Rua Gibraltar,Setor Três Marias,-16.7427668,-49.3391494,11365.76,-8958.28,-6986.57
Rua Gilvan Pimenta,Residencial das Acácias,,,,,
Rua Gladiolo,Parque Oeste Industrial,-16.6899906,-49.3270656,7757.52,-7671.88,-1121.4
Rua Goiatuba,Residencial Alphaville Flamboyant,-16.7117275,-49.1980573,7021.89,6061.94,-3537.08
Rua Goiânia,Jardim Itaipu,-16.7793601,-49.3597487,15707.8,-11151.22,-11053.29
Rua Gomes de Santana Ramos,Residencial Santa Fé,-16.7535132,-49.3726662,14967.48,-12526.37,-8180.85
Rua Gonçalves Ledo,Capuava,-16.6510426,-49.3237574,7996.39,-7319.7,3207.01
Rua Grajaú,Setor Grajaú,-16.7620309,-49.366247,14958.48,-11843.0,-9127.45
Rua Greco,Jardins Itália,-16.6453041,-49.2806084,4715.96,-2726.19,3844.74
Rua Guadalquivir,Setor Três Marias,-16.7398399,-49.3373307,11013.78,-8764.67,-6661.3
Rua Guadalupe,Loteamento Tropical Ville,-16.6520065,-49.3805641,13730.49,-13367.16,3099.89
Rua Guaibim,Setor Barra da Tijuca,-16.6567982,-49.359549,11429.25,-11129.96,2567.37
Rua Guajajaras,Setor Urias Magalhães,-16.6350265,-49.274997,5425.42,-2128.82,4986.92
Rua Guajará,Parque Amazônia,-16.7275114,-49.2771199,5794.65,-2354.81,-5291.2
Rua Guapeva,Setor Parque Tremendão,-16.6099253,-49.3299832,11151.49,-7982.47,7776.5
Rua Guapó,Residencial Santa Fé I,-16.7450751,-49.3858159,15703.87,-13926.25,-7243.1
Rua Guarani,Setor Campinas,-16.6793268,-49.2918584,3926.54,-3923.83,63.7
Rua Guaraíta,Residencial Alphaville Flamboyant,-16.7117643,-49.1972006,7102.88,6153.14,-3541.17
Rua Guarujá,Jardim Leblon,-16.6726075,-49.3242961,7425.71,-7377.04,810.44
Rua Guayana,Parque Amazônia,-16.7310957,-49.2712844,5951.03,-1733.59,-5689.53
Rua Guilherme Mariano Reis,Parque Santa Rita,-16.7282312,-49.3712391,13495.96,-12374.45,-5371.19
Rua Guilhermino Pereira Nunes,Setor Maria Rosa,-16.6135272,-49.2392049,7569.72,1681.5,7376.21
Rua Guimarães Lima,Vila Rosa,-16.7449445,-49.2836131,7848.34,-3046.06,-7228.59
Rua Gustavo,Setor Estrela Dalva,-16.5984805,-49.3221405,11538.25,-7147.57,9048.39
Rua Gustavo Henrique de Sá,Setor Morada do Sol,-16.607059,-49.3198329,10644.73,-6901.91,8095.04
Rua H,Setor Parque Tremendão,-16.6084797,-49.3287439,11171.01,-7850.54,7937.15
Rua H1,Vila Redenção,-16.7209291,-49.2441119,4707.3,1159.11,-4559.69
Rua H4,Vila Redenção,-16.720421,-49.2443194,4647.11,1137.02,-4503.22
Rua HM 11,Residencial Hugo de Moraes,-16.6332781,-49.2910559,6452.01,-3838.4,5181.23
Rua HM 11,Vila Cristina Extensão,-16.6331919,-49.2934329,6613.41,-4091.45,5190.81
Rua HM 6,Residencial Hugo de Moraes,-16.6358105,-49.2931209,6366.02,-4058.23,4899.8
Rua HM1,Residencial Hugo de Moraes,,,,,
Rua HM14,Residencial Hugo de Moraes,-16.6336098,-49.2913753,6442.82,-3872.4,5144.37
Rua HM2,Residencial Hugo de Moraes,,,,,
Rua HM3,Residencial Hugo de Moraes,,,,,
Rua HM7,Residencial Hugo de Moraes,-16.6346414,-49.2925664,6429.74,-3999.2,5029.72
Rua HM8,Residencial Hugo de Moraes,-16.6351534,-49.2918079,6334.95,-3918.45,4972.82
Rua Haroldo Barbosa,Conjunto Vera Cruz,-16.6831846,-49.3884019,14214.03,-14201.54,-365.03
Rua Havaí,Vila Maria Luiza,-16.6848544,-49.2194211,3829.51,3787.62,-550.6
Rua Heitor Fleury,Cidade Jardim,-16.689125,-49.3084772,5787.68,-5693.01,-1025.2
Rua Henrique Machado,Setor Parque Tremendão,-16.6136819,-49.3303682,10894.29,-8023.46,7359.01
Rua Henrique da Silva Dantas,Residencial Belo Horizonte,-16.6407792,-49.1844944,8679.53,7505.8,4347.61
Rua Herculina Marques de Abreu,Residencial Sonho Dourado,-16.6551342,-49.1987058,6598.73,5992.9,2752.3
Rua Hermano Koma,Cidade Jardim,-16.6864799,-49.2992569,4770.44,-4711.45,-731.24
Rua Hermantino Fernandes,Residencial Santa Fé,-16.7526911,-49.3734808,14990.65,-12613.09,-8089.49
Rua Hermes Fontes,Jardim Vila Boa,-16.7296293,-49.31853,8738.25,-6763.2,-5526.56
Rua Hermógenes Coelho,Conjunto Guadalajara,-16.6805475,-49.3128618,6163.63,-6159.78,-71.96
Rua Hermógenes Ferreira Coelho,Residencial Barravento,-16.6255698,-49.3084149,8299.21,-5686.38,6037.88
Rua Higueras,Setor Três Marias,-16.7419008,-49.3376189,11178.06,-8795.35,-6890.33
Rua Hilda de Faria Lemos,Vila Santa Rita - 5ª Etapa,-16.7038379,-49.3683834,12366.28,-12070.44,-2660.29
Rua Hilda de Sá,Setor Estrela Dalva,-16.5873124,-49.3174498,12258.14,-6648.21,10289.53
Rua Himalaia,Jardim Petrópolis,-16.6612186,-49.3451746,9827.57,-9599.7,2076.12
Rua Hollywood,Jardim Novo Mundo,-16.6592904,-49.206827,5619.96,5128.35,2290.41
Rua Homero R. Filho,Residencial São Marcos,-16.7038125,-49.3762857,13188.89,-12911.69,-2657.47
Rua Homero Rosa,Jardim das Rosas,-16.7036992,-49.3704294,12575.92,-12288.25,-2644.88
Rua Humaitá,Ipiranga,-16.6666753,-49.319795,7056.87,-6897.87,1469.7
Rua Humaitá,São Francisco,-16.6666753,-49.319795,7056.87,-6897.87,1469.7
Rua Humberto de Campos,Jardim Vitória,-16.7235076,-49.2205599,6080.01,3666.38,-4846.24
Rua Humberto de Campos,Parque das Laranjeiras Acréscimo,-16.7235076,-49.2205599,6080.01,3666.38,-4846.24
Rua Hydra,Residencial Alphaville Flamboyant,-16.7114146,-49.2025216,6597.01,5586.68,-3502.31
Rua Hárpia,Parque Amazônia,-16.730307,-49.2754162,6011.98,-2173.44,-5601.88
Rua I,Setor Parque Tremendão,-16.6060959,-49.3238219,11004.91,-7326.56,8202.07
Rua I,Setor São José,-16.6634768,-49.2998263,5112.23,-4772.07,1825.16
Rua I 4,Jardim Ipanema,-16.7631119,-49.3621899,14694.04,-11411.1,-9247.58
Rua I2,Jardim Ipanema,-16.7207059,-49.2433619,4703.67,1238.96,-4534.88
Rua I3,Jardim Ipanema,-16.7201718,-49.2435417,4641.33,1219.81,-4475.52
Rua I5,Jardim Ipanema,-16.763457,-49.3610739,14626.25,-11292.29,-9285.94
Rua I6,Jardim Ipanema,-16.7631119,-49.3621899,14694.04,-11411.1,-9247.58
Rua I9,Jardim Ipanema,-16.7648461,-49.3615309,14762.18,-11340.94,-9440.31
Rua IP10,Jardim Imperial,-16.6833215,-49.3655204,11778.25,-11765.65,-380.24
Rua Iapó,Alphaville Flamboyant Residencial Araguaia,-16.699859,-49.2229107,4075.19,3416.13,-2218.1
Rua Ibicuí,Alphaville Flamboyant Residencial Araguaia,-16.6982613,-49.2103973,5170.83,4748.26,-2040.55
Rua Ibirapitinga,Residencial Alphaville Flamboyant,-16.7075794,-49.2163088,5143.45,4118.94,-3076.09
Rua Igapo,Parque Amazônia,-16.7297838,-49.2783748,6079.86,-2488.41,-5543.73
Rua Igarapé,Parque Amazônia,-16.7310177,-49.2793072,6245.79,-2587.67,-5680.86
Rua Iguaçu,Setor Urias Magalhães,-16.6342448,-49.2694132,5303.74,-1534.38,5073.8
Rua Ijuí,Alphaville Flamboyant Residencial Araguaia,-16.6990909,-49.2090006,5343.98,4896.95,-2132.74
Rua Ilhéus,Residencial Campos Dourados,-16.8012855,-49.364833,17859.47,-11692.47,-13489.93
Rua Ilinóis,Jardim Novo Mundo,-16.6739804,-49.2187456,3917.44,3859.53,657.86
Rua Imbaúba,Goiânia 2,-16.6275152,-49.2494245,5855.13,593.55,5821.68
Rua Imbaúba,Parque Amazônia,-16.7339632,-49.2665973,6137.13,-1234.61,-6008.2
Rua Imbuia,Jardim Mariliza,-16.7363257,-49.2015393,8472.5,5691.26,-6270.75
Rua Imperial,Jardim Ipanema,,,,,
Rua Incas,Jardim Planalto,-16.7165335,-49.3025436,6498.76,-5061.34,-4071.19
Rua Indaiá,Jardim Guanabara,-16.6224084,-49.2134695,7774.47,4421.21,6389.21
Rua Industrial Matadouro,Capuava,-16.6618038,-49.3169297,6896.89,-6592.84,2011.08
Rua Inhandul,Jardim Califórnia,,,,,
Rua Inhanhá do Couto,Conjunto Vera Cruz,-16.6742734,-49.388829,14268.89,-14247.01,625.3
Rua Inhumas,Parque João Braz - Cidade Industrial,-16.6871948,-49.3571567,10911.33,-10875.28,-810.69
Rua Inácio Bento de Loyola,Conjunto Guadalajara,-16.6807607,-49.3140753,6293.19,-6288.97,-95.65
Rua Ipiranga,Jardim Nova Esperança,-16.6432987,-49.3228225,8292.34,-7220.17,4067.61
Rua Ipiranga,Setor Santos Dumont,-16.6511438,-49.337788,9380.71,-8813.35,3195.76
Rua Ipora,Jardim Guanabara,-16.619712,-49.2249066,7420.84,3203.65,6688.87
Rua Ipê,Goiânia 2,-16.6262325,-49.249341,5997.93,602.44,5964.23
Rua Ipê,Jardim Mariliza,-16.7374282,-49.2043641,8366.67,5390.54,-6393.28
Rua Ipê,Setor Morada do Sol,-16.6147344,-49.319523,9987.81,-6868.91,7242.05
Rua Irariê,Parque Acalanto,-16.7351739,-49.22636,6861.42,3048.92,-6142.75
Rua Iraí,Alphaville Flamboyant Residencial Araguaia,-16.7013766,-49.2208105,4354.74,3639.71,-2386.76
Rua Irlanda,Jardim Europa,-16.7170101,-49.3073898,6939.89,-5577.25,-4124.16
Rua Irlanda,Jardim Ipê,-16.6233084,-49.2832722,6976.36,-3009.77,6289.19
Rua Irlanda,Parque das Nações,-16.6233084,-49.2832722,6976.36,-3009.77,6289.19
Rua Irmã Cibele de Aquino Sales,Residencial Monte Pascoal,-16.6892875,-49.4015186,15641.09,-15597.91,-1043.26
Rua Isa Lostracco,Jardim Planalto,-16.7167388,-49.3007456,6365.35,-4869.93,-4094.0
Rua Israel Pinheiro,Residencial Green Park,-16.6180036,-49.3581819,12969.23,-10984.42,6878.73
Rua Itajubá,Condomínio Santa Rita,-16.6784758,-49.3321009,8214.05,-8207.92,158.28
Rua Itajubá,Jardim Ana Lúcia,-16.6984316,-49.3113446,6345.24,-5998.27,-2059.47
Rua Itajá,Residencial Alphaville Flamboyant,-16.7054854,-49.2010269,6414.09,5745.81,-2843.38
Rua Itapecuri,Goiânia 2,-16.626532,-49.2483323,5976.61,709.82,5930.94
Rua Itapuã,Loteamento Vale Verde,-16.7466011,-49.3231032,10373.66,-7250.05,-7412.69
Rua Itararé,São Francisco,-16.665227,-49.3278201,7926.55,-7752.2,1630.65
Rua Itaíra,Jardim Atlântico,-16.7356059,-49.2906726,7266.49,-3797.59,-6190.76
Rua Ituiutaba,Vila Alto da Glória,-16.7172913,-49.2345708,4692.64,2174.83,-4155.41
Rua Itumbiara,Cidade Jardim,-16.6860607,-49.3003695,4880.82,-4829.89,-684.66
Rua Ivaí,Alphaville Flamboyant Residencial Araguaia,-16.6983492,-49.2097168,5241.31,4820.71,-2050.31
Rua J,Setor Progresso,-16.6457529,-49.2924488,5507.38,-3986.68,3794.87
Rua J,Vila Santa Helena,-16.658396,-49.2831999,3839.41,-3002.07,2389.8
Rua J 2,Setor Jaó,-16.647567,-49.2297732,4488.59,2685.57,3593.26
Rua J1,Setor Jaó,-16.6456522,-49.2363644,4294.55,1983.89,3806.06
Rua J1,Vila Redenção,-16.7179904,-49.2441793,4389.45,1151.94,-4233.1
Rua J10,Setor Jaó,-16.6479025,-49.23278,4273.37,2365.47,3555.98
Rua J12,Setor Jaó,-16.6487188,-49.2314479,4279.71,2507.28,3465.26
Rua J13,Setor Jaó,-16.6494305,-49.2309489,4247.7,2560.4,3386.17
Rua J14,Setor Jaó,-16.6501148,-49.2304555,4219.62,2612.93,3310.12
Rua J16,Setor Jaó,-16.6461841,-49.2310894,4532.43,2545.45,3746.95
Rua J17,Setor Jaó,-16.6472169,-49.2273344,4678.96,2945.19,3632.17
Rua J18,Setor Jaó,-16.6479873,-49.2278614,4577.07,2889.09,3546.55
Rua J2,Parque das Laranjeiras,-16.7173897,-49.2444509,4317.42,1123.02,-4166.34
Rua J20,Setor Jaó,-16.6493207,-49.2266392,4548.52,3019.2,3398.37
Rua J30,Setor Jaó,,,,,
Rua J33,Setor Jaó,-16.6514994,-49.2271841,4330.44,2961.19,3156.24
Rua J37,Setor Jaó,-16.6546926,-49.2287081,3962.37,2798.95,2801.37
Rua J4,Parque das Laranjeiras,-16.7286716,-49.226942,6191.95,2986.97,-5420.13
Rua J4,Vila Redenção,-16.7171048,-49.2437262,4307.71,1200.17,-4134.68
Rua J44,Setor Jaó,-16.6477186,-49.2250848,4791.68,3184.68,3576.41
Rua J45,Setor Jaó,-16.6476997,-49.2242825,4850.49,3270.09,3578.51
Rua J51,Setor Jaó,-16.6436235,-49.2327919,4676.32,2364.2,4031.51
Rua J52,Setor Jaó,-16.6416897,-49.2304136,4991.19,2617.39,4246.42
Rua J55,Setor Jaó,-16.6447124,-49.2319663,4618.41,2452.09,3910.5
Rua J59,Setor Jaó,-16.6404508,-49.2301762,5121.99,2642.66,4384.11
Rua J6,Setor Jaó,-16.6488953,-49.2362868,3982.39,1992.15,3445.64
Rua J61,Setor Jaó,-16.6450383,-49.230529,4671.42,2605.11,3874.28
Rua J62,Setor Jaó,-16.6445462,-49.2268415,4944.87,2997.66,3928.97
Rua J63,Setor Jaó,-16.6443359,-49.2288592,4836.62,2782.87,3952.34
Rua J64,Setor Jaó,-16.6451446,-49.2299366,4697.2,2668.17,3862.47
Rua J65,Setor Jaó,-16.6434969,-49.2293254,4885.22,2733.24,4045.58
Rua J71,Setor Jaó,-16.6421646,-49.2247234,5292.32,3223.15,4193.65
Rua J73,Setor Jaó,-16.6421371,-49.225054,5273.36,3187.96,4196.7
Rua J74,Setor Jaó,-16.6402578,-49.2260456,5379.99,3082.39,4405.55
Rua JA 10,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 12,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 13,Jardins Amsterdã,-16.6471608,-49.1896797,7853.04,6953.79,3638.4
Rua JA 16,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 18,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 2,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 21,Jardins Amsterdã,-16.6405587,-49.3294131,9053.97,-7921.78,4372.11
Rua JA 3,Jardins Amsterdã,-16.6471279,-49.1897677,7846.43,6944.42,3642.06
Rua JA 7,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JA 8,Jardins Amsterdã,-16.7243357,-49.1846615,8974.05,7488.01,-4938.27
Rua JAV 1,Jardim Gardênia,-16.7379498,-49.3809209,14883.16,-13405.14,-6451.25
Rua JAV 4,Jardim Alphaville,-16.7350992,-49.3796731,14627.82,-13272.3,-6134.45
Rua JAV10,Jardim Alphaville,-16.7367176,-49.3811507,14846.44,-13429.6,-6314.31
Rua JAV6,Jardim Alphaville,-16.7372063,-49.3823217,14982.4,-13554.27,-6368.62
Rua JB 3,Jardim Bonanza,-16.6557914,-49.3572205,11213.96,-10882.07,2679.26
Rua JB 6,Residencial Jardim Belvedere Expansão,-16.6305451,-49.3118111,8169.82,-6047.93,5484.96
Rua JB1,Jardim Belvedere,-16.6271703,-49.3100195,8290.51,-5857.2,5860.01
Rua JB12,Jardim Bonanza,-16.6570221,-49.3522535,10667.46,-10353.3,2542.49
Rua JB2,Jardim Belvedere,-16.6542467,-49.356439,11175.79,-10798.88,2850.93
Rua JB2,Jardim Bonanza,-16.6537486,-49.355857,11130.21,-10736.92,2906.28
Rua JB4,Jardim Belvedere,-16.6276022,-49.3107417,8311.4,-5934.09,5812.01
Rua JC 46 A,Jardim Curitiba,-16.6034487,-49.335068,12042.92,-8523.79,8496.26
Rua JC 60A,Jardim Curitiba,-16.593613,-49.330746,12537.25,-8063.68,9589.33
Rua JC1,Jardim Curitiba,-16.6133503,-49.3391014,11620.52,-8953.17,7395.86
Rua JC10,Jardim Curitiba,-16.6052046,-49.3362031,11992.81,-8644.63,8301.12
Rua JC100,Jardim Curitiba,-16.6052046,-49.3362031,11992.81,-8644.63,8301.12
Rua JC101,Residencial Jardins do Cerrado 6,-16.6727872,-49.4293984,18593.43,-18565.9,790.47
Rua JC101,Residencial Jardins do Cerrado 7,-16.6710397,-49.4380057,19518.4,-19482.21,984.67
Rua JC17,Jardim Curitiba,-16.6012288,-49.3389257,12508.85,-8934.46,8742.96
Rua JC202,Residencial Jardins do Cerrado 6,-16.6727872,-49.4293984,18593.43,-18565.9,790.47
Rua JC208,Residencial Jardins do Cerrado 6,-16.6727872,-49.4293984,18593.43,-18565.9,790.47
Rua JC302,Residencial Jardins do Cerrado 7,-16.6710397,-49.4380057,19518.4,-19482.21,984.67
Rua JC305,Residencial Jardins do Cerrado 7,-16.6753582,-49.4393977,19648.07,-19630.4,504.74
Rua JC306,Residencial Jardins do Cerrado 7,-16.675803,-49.4385656,19558.23,-19541.81,455.31
Rua JC309,Residencial Jardins do Cerrado 7,-16.6760766,-49.4417777,19899.59,-19883.76,424.91
Rua JC316,Residencial Jardins do Cerrado 7,-16.6710397,-49.4380057,19518.4,-19482.21,984.67
Rua JC317,Residencial Jardins do Cerrado 7,-16.6710397,-49.4380057,19518.4,-19482.21,984.67
Rua JC319,Residencial Jardins do Cerrado 7,-16.6750287,-49.4350966,19191.1,-19172.51,541.36
Rua JC320,Residencial Jardins do Cerrado 7,-16.6754983,-49.4344283,19118.51,-19101.37,489.17
Rua JC47,Jardim Curitiba,-16.5982647,-49.3292057,12037.5,-7899.7,9072.37
Rua JC604,Residencial Jardins do Cerrado 10,-16.6814399,-49.4388037,19578.74,-19567.16,-171.13
Rua JC69,Jardim Curitiba,-16.5924754,-49.3330068,12789.53,-8304.36,9715.75
Rua JC76,Jardim Curitiba,-16.6084275,-49.3377608,11870.15,-8810.45,7942.95
Rua JCA14,Jardim Caravelas 1ª Etapa,-16.7543645,-49.3497278,13051.01,-10084.42,-8275.46
Rua JCA15,Jardim Caravelas 1ª Etapa,-16.7532697,-49.3506015,13046.62,-10177.43,-8153.79
Rua JCA18,Jardim Caravelas 1ª Etapa,-16.751017,-49.3510922,12932.83,-10229.67,-7903.44
Rua JCA19A,Jardim Caravelas 1ª Etapa,-16.7554011,-49.3548322,13546.72,-10627.82,-8390.66
Rua JCA23A,Jardim Caravelas 1ª Etapa,-16.7548235,-49.3545337,13482.01,-10596.04,-8326.47
Rua JCA35,Jardim Caravelas 1ª Etapa,-16.7502536,-49.3594436,13598.43,-11118.74,-7818.6
Rua JD,Residencial Vale dos Sonhos I,-16.5950434,-49.2082216,10670.94,4979.88,9430.36
Rua JDA11,Jardim das Aroeiras,-16.6630682,-49.1954466,6614.02,6339.87,1870.57
Rua JG14,Jardim Gardênia,-16.7415231,-49.379847,14957.88,-13290.82,-6848.36
Rua JG16,Jardim Gardênia,-16.739467,-49.3769901,14582.89,-12986.68,-6619.86
Rua JG3,Jardim Gardênia,-16.7369302,-49.3788564,14635.91,-13185.36,-6337.93
Rua JG5,Jardim Gardênia,-16.7377927,-49.3782981,14624.28,-13125.93,-6433.79
Rua JG7,Jardim Gardênia,-16.7380856,-49.3790632,14711.78,-13207.38,-6466.34
Rua JGO1,Jardim Gramado,-16.6364206,-49.2993874,6762.62,-4725.34,4831.99
Rua JGO10,Jardim Gramado,-16.6391863,-49.3018703,6739.81,-4989.66,4524.63
Rua JGO2,Jardim Gramado,-16.6386231,-49.2975213,6448.58,-4526.68,4587.22
Rua JGO3,Jardim Gramado,-16.637708,-49.29979,6691.54,-4768.2,4688.92
Rua JGO5,Jardim Gramado,-16.6389832,-49.2995527,6574.61,-4742.94,4547.2
Rua JGO9,Jardim Gramado,-16.6377353,-49.3011726,6795.25,-4915.39,4685.89
Rua JH 26,Jardim das Hortências,-16.6213604,-49.3344017,10673.49,-8452.85,6505.68
Rua JH1,Residencial Jardim Helou,-16.6215461,-49.3323454,10487.94,-8233.95,6485.04
Rua JH11,Jardim das Hortências,-16.6261567,-49.3306998,10037.27,-8058.76,5972.65
Rua JH14,Jardim das Hortências,-16.6225694,-49.3311034,10313.58,-8101.73,6371.32
Rua JH16,Jardim das Hortências,-16.6250722,-49.3309914,10134.34,-8089.8,6093.18
Rua JH17,Jardim das Hortências,-16.6245335,-49.3317735,10236.94,-8173.06,6153.04
Rua JH2,Jardim das Hortências,-16.6255914,-49.3331142,10281.87,-8315.79,6035.48
Rua JH22,Jardim das Hortências,-16.619569,-49.3344213,10797.79,-8454.94,6704.76
Rua JH29,Jardim das Hortências,-16.6208284,-49.3347251,10736.91,-8487.28,6564.8
Rua JH31,Jardim das Hortências,-16.6198544,-49.3342432,10763.21,-8435.98,6673.04
Rua JH4,Jardim das Hortências,-16.6249852,-49.3328904,10302.4,-8291.97,6102.84
Rua JH6,Jardim das Hortências,-16.6245989,-49.3322776,10275.55,-8226.73,6145.77
Rua JI 1,Jardim Ipê,-16.6242956,-49.2792713,6701.81,-2583.85,6179.48
Rua JI 1,Residencial Humaitá,-16.6242956,-49.2792713,6701.81,-2583.85,6179.48
Rua JI 2,Jardim Ipê,-16.6249014,-49.2789829,6627.81,-2553.14,6112.16
Rua JI 2,Residencial Humaitá,-16.6249014,-49.2789829,6627.81,-2553.14,6112.16
Rua JI 3,Jardim Ipê,-16.6257052,-49.2791297,6551.55,-2568.77,6022.83
Rua JI 3,Residencial Humaitá,-16.6257052,-49.2791297,6551.55,-2568.77,6022.83
Rua JI 4,Jardim Ipê,-16.626235,-49.2787014,6479.48,-2523.18,5963.95
Rua JI 4,Residencial Humaitá,-16.626235,-49.2787014,6479.48,-2523.18,5963.95
Rua JI5,Jardim Ipê,-16.6253746,-49.2803853,6638.73,-2702.44,6059.57
Rua JL6,Jardim Lageado,-16.6454539,-49.1898043,7931.21,6940.53,3828.1
Rua JMH4,Jardim Maria Helena,-16.6556506,-49.18155,8275.71,7819.25,2694.91
Rua JMH5,Jardim Maria Helena,-16.6953449,-49.246197,1956.68,937.14,-1716.44
Rua JP11A,Residencial João Paulo II,-16.6037967,-49.21438389999999,9504.45,4323.86,8457.58
Rua JR 7,Jardim Real,-16.6530488,-49.3779914,13437.4,-13093.28,2984.05
Rua JR 7,Residencial Tempo Novo,-16.6526035,-49.3824464,13911.23,-13567.54,3033.54
Rua JR1,Jardim Real,-16.6551372,-49.3765526,13237.7,-12940.11,2751.96
Rua JR2,Jardim Real,-16.6541721,-49.3785567,13469.0,-13153.46,2859.22
Rua JR5,Jardim Real,-16.6539286,-49.3767933,13291.37,-12965.73,2886.28
Rua JR6,Jardim Real,-16.654537,-49.3766709,13264.07,-12952.7,2818.67
Rua JV3,Residencial José Viandeli,-16.6204741,-49.2820969,7210.89,-2884.65,6604.18
Rua JZ-04,Jardins Zurique,-16.7142185,-49.2178266,5498.87,3957.36,-3813.92
Rua JZ-08,Jardins Zurique,-16.7142185,-49.2178266,5498.87,3957.36,-3813.92
Rua Jaborandi,Goiânia 2,-16.6260331,-49.2494749,6018.58,588.18,5986.39
Rua Jacarandá,Jardim Mariliza,-16.7369938,-49.202965,8427.03,5539.48,-6345.0
Rua Jacarandá,Sítios de Recreio Caraíbas,-16.5626204,-49.2799082,13308.21,-2651.65,13033.63
Rua Jacuna,Jardim Atlântico,-16.7378931,-49.2892125,7406.73,-3642.15,-6444.94
Rua Jaguaribe,Parque Amazônia,-16.7409125,-49.2816197,7352.79,-2833.85,-6780.5
Rua James Watt,Serrinha,-16.7284454,-49.2664217,5533.37,-1215.92,-5394.99
Rua Janus,Residencial Alphaville Flamboyant,-16.7058956,-49.2066378,5906.63,5148.49,-2888.97
Rua Jaraguá,Setor Campinas,-16.6730326,-49.294435,4269.39,-4198.13,763.19
Rua Jardins Barcelona,Residencial Balneário,-16.6156734,-49.2883659,7977.39,-3552.03,7137.69
Rua Jardins Barcelona,Residencial Licardino Ney,-16.6151949,-49.2882432,8019.28,-3538.97,7190.87
Rua Jardins Itália,Residencial Balneário,-16.6161401,-49.290707,8045.83,-3801.25,7085.83
