rua,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua T 1 A,-16.6519492,-49.28063299999999,4137.07,-2728.81,3106.25
Rua T 15,-16.722231,-49.2737563,5113.35,-1996.74,-4704.37
Rua T 27,-16.6958798,-49.2724225,2569.22,-1854.74,-1775.88
Rua T 28,-16.6950732,-49.2744473,2671.55,-2070.3,-1686.24
Rua T 28 A,-16.6939993,-49.2746665,2616.44,-2093.63,-1566.9
Rua T 29,-16.6649372,-49.23347219999999,2833.15,2291.78,1662.86
Rua T 3 A,-16.6690115,-49.2330976,2628.48,2331.66,1210.07
Rua T 30,-16.6651169,-49.2335889,2811.36,2279.36,1642.89
Rua T 31,-16.6691522,-49.2322613,2700.9,2420.69,1194.43
Rua T 32,-16.651506,-49.2807273,4180.8,-2738.85,3155.51
Rua T 33,-16.7036874,-49.2744763,3361.46,-2073.39,-2643.56
Rua T 34,-16.6866935,-49.28628759999999,3417.12,-3330.78,-754.98
Rua T 35,-16.6688259,-49.2326613,2679.24,2378.11,1230.7
Rua T 36,-16.6651674,-49.2335541,2811.1,2283.06,1637.28
Rua T 37,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
Rua T 37 A,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
Rua T 38,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
Rua T 39,-16.6687898,-49.2327892,2669.01,2364.49,1234.71
Rua T 39 A,-16.6876362,-49.2865907,3473.07,-3363.05,-859.75
Rua T 39 B,-16.6687812,-49.2328513,2663.59,2357.88,1235.67
Rua T 40,-16.6879482,-49.2858852,3409.26,-3287.94,-894.42
Rua T 41,-16.6885618,-49.285209,3358.73,-3215.95,-962.61
Rua T 42,-16.6885646,-49.2832512,3159.62,-3007.53,-962.92
Rua T 43,-16.6580077,-49.2623989,2558.72,-787.66,2432.96
Rua T 44,-16.6897518,-49.2810968,2987.74,-2778.18,-1094.86
Rua T 47,-16.6652619,-49.2334887,2810.66,2290.03,1626.78
Rua T 48,-16.6929124,-49.2766783,2724.9,-2307.8,-1446.11
Rua T 49,-16.694942,-49.2767007,2853.08,-2310.19,-1671.66
Rua T 50,-16.6968461,-49.2737113,2742.73,-1991.95,-1883.27
Rua T 51,-16.6984714,-49.2731877,2831.45,-1936.21,-2063.89
Rua T 52,-16.7004936,-49.2732252,3001.97,-1940.2,-2288.63
Rua T 52 A,-16.6687886,-49.2319746,2746.28,2451.21,1234.84
Rua T 53,-16.6688413,-49.2321002,2731.69,2437.84,1228.99
Rua T 54,-16.6688432,-49.2321219,2729.53,2435.53,1228.77
Rua T 55,-16.6687725,-49.2325781,2689.84,2386.96,1236.63
Rua T 57,-16.6517967,-49.28099899999999,4175.58,-2767.77,3123.2
Rua T 58,-16.7079792,-49.2675945,3398.23,-1340.77,-3120.52
Rua T 59,-16.6870411,-49.286175,3414.2,-3318.79,-793.61
Rua T 60,-16.7102348,-49.2649255,3534.85,-1056.64,-3371.2
Rua T 61,-16.7109131,-49.2676708,3703.16,-1348.89,-3446.58
Rua T 62,-16.7122402,-49.2648218,3745.13,-1045.6,-3594.06
Rua T 64,-16.7157096,-49.264437,4106.74,-1004.63,-3979.63
Rua T 64 A,-16.6653729,-49.2334119,2810.22,2298.2,1614.44
Rua T 65,-16.6653938,-49.2333973,2810.16,2299.76,1612.12
Rua T 65 A,-16.7180181,-49.2594434,4264.88,-473.03,-4236.18
Rua T 66,-16.7113476,-49.2706187,3872.33,-1662.72,-3494.86
Rua T 67,-16.6871443,-49.2861087,3410.03,-3311.73,-805.08
Rua T 68,-16.7100579,-49.2727327,3848.69,-1887.77,-3351.54
Rua T 70,-16.7082031,-49.2737937,3729.79,-2000.72,-3145.41
Rua T 71,-16.6690708,-49.2327978,2653.87,2363.58,1203.48
Rua TN 6,-16.6491456,-49.3840288,14163.79,-13736.0,3417.83
Rua TN 8,-16.6521617,-49.3841225,14096.21,-13745.97,3082.64
Rua TR 12,-16.6528665,-49.1819807,8338.93,7773.4,3004.31
Rua TR 5,-16.6542901,-49.1803957,8441.9,7942.14,2846.1
Rua TV5,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua TV8,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Tacajá,-16.6853802,-49.3376662,8826.22,-8800.38,-609.03
Rua Taguari,-16.738511,-49.2790032,7000.67,-2555.3,-6513.61
Rua Tajo,-16.7383527,-49.338245,10992.9,-8862.0,-6496.02
Rua Tamandaré,-16.7230563,-49.3011104,6866.26,-4908.77,-4796.09
Rua Tamares,-16.6636494,-49.3496721,10245.15,-10078.49,1805.98
Rua Tambaqui,-16.7268656,-49.3298721,9532.01,-7970.65,-5219.43
Rua Tamboril,-16.6356805,-49.2304215,5570.66,2616.55,4914.24
Rua Tambuqui,-16.7272014,-49.2790073,5848.22,-2555.74,-5256.74
Rua Tamoios,-16.585676,-49.2670675,10555.82,-1284.67,10471.39
Rua Tanaro,-16.6022329,-49.2481948,8666.57,724.46,8631.37
Rua Tancredo Neves,-16.7311059,-49.2905296,6836.53,-3782.37,-5690.66
Rua Tapuia,-16.6654356,-49.352378,10496.68,-10366.55,1607.47
Rua Taquari,,,,,
Rua Taragona,-16.7338629,-49.3092926,8333.0,-5779.82,-5997.06
Rua Tarancon,-16.7377387,-49.336568,10808.63,-8683.47,-6427.79
Rua Tarsila do Amaral,-16.6462714,-49.2862616,5007.25,-3328.01,3737.25
Rua Tauari,-16.7372324,-49.274069,6690.73,-2030.03,-6371.52
Rua Tauá,-16.7301711,-49.2762109,6029.1,-2258.05,-5586.78
Rua Tebe,-16.7061562,-49.2058018,5998.49,5237.48,-2917.93
Rua Teixeira de Freitas,-16.7217996,-49.2677639,4853.3,-1358.8,-4656.43
Rua Teodolino Paraguassú,-16.6181096,-49.3240322,10064.41,-7348.95,6866.95
Rua Teresinha Cândida de Oliveira,-16.6252017,-49.3574155,12491.24,-10902.83,6078.78
Rua Tereza Maria de Lima,-16.7351075,-49.3640585,13137.31,-11610.02,-6135.37
Rua Terezina,-16.7123039,-49.2378637,4039.04,1824.28,-3601.14
Rua Terezinha,-16.7123039,-49.2378637,4039.04,1824.28,-3601.14
Rua Terezinha A Freire,-16.6986611,-49.3591405,11286.58,-11086.47,-2084.98
Rua Terezinha Lourenço dos Santos,-16.6866367,-49.325394,7535.3,-7493.92,-748.67
Rua Tia Beija,-16.5898671,-49.2703452,10143.82,-1633.6,10005.62
Rua Tibagi,-16.6964075,-49.2054733,5585.4,5272.46,-1834.53
Rua Tibre,-16.6029136,-49.2471442,8601.31,836.3,8555.73
Rua Ticino,,,,,
Rua Timbauba,-16.7250599,-49.3776677,13996.38,-13058.82,-5018.75
Rua Timburé,-16.6434006,-49.2457299,4176.96,986.87,4056.29
Rua Tipiti,-16.7265264,-49.2840442,6037.28,-3091.95,-5181.73
Rua Tiradentes,-16.6702742,-49.2156861,4322.29,4185.23,1069.74
Rua Tirso,-16.6023601,-49.2460912,8674.13,948.4,8617.24
Rua Tocari,-16.7276399,-49.2842865,6156.97,-3117.75,-5305.48
Rua Tomaz Edson,-16.7220988,-49.2653092,4819.04,-1097.48,-4689.68
Rua Tote Barbosa,-16.5911235,-49.2656071,9935.97,-1129.2,9865.99
Rua Tramandai,-16.6750251,-49.3223666,7196.17,-7171.64,541.76
Rua Travessia do Mar Vermelho,-16.6695502,-49.3917226,14608.97,-14555.06,1150.2
Rua Trieste,-16.7055893,-49.3121034,6719.43,-6079.05,-2854.93
Rua Trindade,-16.6608947,-49.3421692,9522.84,-9279.76,2112.12
Rua Trinidad,-16.6875516,-49.3717748,12467.23,-12431.48,-850.34
Rua Tropical,-16.6030915,-49.3075855,10214.2,-5598.09,8535.96
Rua Três Corações,-16.7185961,-49.3986913,15897.28,-15296.92,-4300.41
Rua Três Marias,-16.648634,-49.3253163,8257.94,-7485.65,3474.68
Rua Trípoli,-16.6749592,-49.3345186,8487.93,-8465.3,549.09
Rua Tucunaré,-16.7253001,-49.3303216,9478.28,-8018.5,-5045.45
Rua Tupaciguara,-16.699516,-49.3124563,6496.81,-6116.62,-2179.98
Rua Tupi,-16.6339887,-49.277171,5624.98,-2360.25,5102.26
Rua Tupinambás,-16.6345031,-49.2755933,5504.0,-2192.3,5045.09
Rua Turiaçu,-16.7000134,-49.2197299,4371.99,3754.74,-2235.26
Rua Turim,-16.706182,-49.3088554,6437.64,-5733.28,-2920.8
Rua Tuxaua,-16.7358219,-49.2743852,6552.0,-2063.69,-6214.77
Rua Túlio R. Ramos,-16.6076338,-49.3227935,10804.42,-7217.08,8031.16
Rua U 14,-16.7070279,-49.3093359,6526.21,-5784.43,-3014.8
Rua U 18,-16.7078741,-49.3095158,6587.1,-5803.58,-3108.84
Rua U 54,-16.7085763,-49.3056884,6270.08,-5396.13,-3186.88
Rua U 79,-16.7087101,-49.3063818,6341.28,-5469.94,-3201.75
Rua Uberaba,-16.7208485,-49.2316578,5187.75,2484.94,-4550.73
Rua Uberlândia,-16.6268011,-49.2230201,6816.72,3404.48,5901.04
Rua Ubiratan,-16.7091712,-49.3215665,7801.28,-7086.46,-3252.99
Rua Ueriri,-16.7318027,-49.2274548,6474.12,2932.37,-5768.1
Rua Uirapuru,-16.7252429,-49.2244329,6001.59,3254.08,-5039.09
Rua Umiri,-16.7278194,-49.2798624,5950.06,-2646.77,-5325.42
Rua Uruguai,-16.6881789,-49.2187361,3970.79,3860.54,-920.06
Rua Uruguaiana,-16.6182374,-49.2095054,8396.6,4843.21,6852.75
Rua V 10,-16.661426,-49.27521489999999,2976.0,-2152.01,2053.07
Rua V 3,-16.6953304,-49.2391462,2407.35,1687.75,-1714.83
Rua V 4,-16.7183713,-49.3019213,6578.26,-4995.09,-4275.43
Rua V 5,-16.718316,-49.2991349,6351.6,-4698.46,-4269.28
Rua V 8,-16.6638107,-49.2892527,4063.64,-3646.43,1788.05
Rua VA 3,-16.591023,-49.2588733,9891.28,-412.34,9877.16
Rua VA 5,-16.5911637,-49.2580767,9872.47,-327.54,9861.53
Rua VA 8,-16.591023,-49.2588733,9891.28,-412.34,9877.16
Rua VB 1,-16.724973,-49.3403308,10378.42,-9084.05,-5009.1
Rua VB 10,-16.7225179,-49.3389136,10115.83,-8933.18,-4736.25
Rua VB 13,-16.7213019,-49.338335,9998.48,-8871.58,-4601.12
Rua VB 14,-16.7220159,-49.3446324,10633.07,-9541.98,-4680.46
Rua VB 17,-16.7205441,-49.3411272,10225.87,-9168.83,-4516.9
Rua VB 19,-16.719788,-49.3431786,10386.14,-9387.22,-4432.87
Rua VB 2,-16.6248333,-49.3397163,10906.08,-9018.63,6119.73
Rua VB 20,-16.7213152,-49.3444972,10586.03,-9527.59,-4602.59
Rua VB 27,-16.7196948,-49.3456602,10621.41,-9651.4,-4422.51
Rua VB 30,-16.7195423,-49.3470883,10752.91,-9803.43,-4405.57
Rua VB 31,-16.7192604,-49.3462855,10662.08,-9717.97,-4374.24
Rua VB 32,-16.7185262,-49.346188,10619.35,-9707.59,-4292.64
Rua VB 34,-16.7179613,-49.3458374,10559.89,-9670.26,-4229.86
Rua VB 35,-16.7175081,-49.3464423,10598.98,-9734.66,-4179.5
Rua VB 36,-16.7169664,-49.3446406,10398.92,-9542.86,-4119.3
Rua VB 37,-16.7163337,-49.3444004,10347.71,-9517.28,-4048.98
Rua VB 38,-16.7159494,-49.3411669,10014.54,-9173.06,-4006.28
Rua VB 4,-16.724546,-49.3407314,10393.04,-9126.69,-4961.64
Rua VB 41,-16.7170526,-49.343649,10305.88,-9437.29,-4128.88
Rua VB 45,-16.7187866,-49.3419866,10223.92,-9260.32,-4321.58
Rua VB 46,-16.7179607,-49.3420339,10190.02,-9265.35,-4229.8
Rua VB 47,-16.7175097,-49.3414817,10115.73,-9206.57,-4179.68
Rua VB 48,-16.7166864,-49.3411564,10046.59,-9171.94,-4088.18
Rua VB 49,-16.782954,-49.2243377,11915.19,3264.21,-11452.7
Rua VB 50,-16.7180534,-49.3406921,10064.54,-9122.51,-4240.1
Rua VB 52,-16.7152372,-49.3405463,9922.4,-9106.99,-3927.13
Rua VB 6,-16.8139225,-49.3359718,17216.95,-8620.0,-14894.32
Rua VB 7,-16.723848,-49.3396099,10251.05,-9007.3,-4884.07
Rua VB 8,-16.7362641,-49.1780238,10319.28,8194.64,-6263.91
Rua VC 1,-16.6604362,-49.3790587,13390.99,-13206.9,2163.07
Rua VC 110,-16.6801782,-49.3904315,14425.67,-14417.61,-30.92
Rua VC 111,-16.6810438,-49.3898092,14359.88,-14351.36,-127.11
Rua VC 14,-16.6590615,-49.3848321,14022.74,-13821.52,2315.84
Rua VC 18,-16.6649838,-49.3818226,13610.63,-13501.13,1657.68
Rua VC 21,-16.6652149,-49.3854471,13990.88,-13886.99,1632.0
Rua VC 4,-16.6620548,-49.3794459,13403.81,-13248.12,1983.19
Rua VC 44,-16.6762959,-49.380559,13380.2,-13366.61,400.53
Rua VC 49,-16.677321,-49.3824719,13580.94,-13570.26,286.61
Rua VC 54A,-16.6810217,-49.3795854,13270.91,-13262.97,-124.66
Rua VC 68,-16.6758613,-49.3881576,14190.7,-14175.54,448.83
Rua VC 72,-16.6752344,-49.3910216,14497.97,-14480.43,518.5
Rua VC 73,-16.6762729,-49.3909418,14485.76,-14471.93,403.09
Rua VC 91,-16.6857303,-49.3921929,14627.42,-14605.12,-647.94
Rua VF 2,-16.6264092,-49.3233166,9399.18,-7272.77,5944.59
Rua VF 29,-16.6205058,-49.3172932,9362.54,-6631.54,6600.65
Rua VF 35,-16.6226982,-49.3201134,9411.37,-6931.77,6357.01
Rua VF 36,-16.621925,-49.3165639,9196.32,-6553.9,6442.93
Rua VI 11,-16.6757842,-49.2559167,467.96,-97.59,457.4
Rua VI 12,-16.654407,-49.294085,5036.85,-4160.87,2833.11
Rua VI 8,-16.7383309,-49.34300820000001,11404.58,-9369.07,-6493.6
Rua VM 4 C,-16.6165918,-49.3509271,12409.39,-10212.1,7035.63
Rua VM A 2,-16.6127701,-49.3466707,12292.11,-9758.97,7460.34
Rua VM B 2,-16.6186971,-49.356251,12754.01,-10778.86,6801.66
Rua VM C,-16.6186497,-49.3557335,12710.24,-10723.77,6806.93
Rua VM K,-16.6175941,-49.3531083,12539.51,-10444.3,6924.24
Rua VM Q,-16.6153696,-49.3503863,12439.91,-10154.52,7171.45
Rua VN01,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua VN08,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua VN22,-16.7562485,-49.193271,10737.22,6571.47,-8484.83
Rua VN23,-16.7586867,-49.1927263,10987.73,6629.46,-8755.8
Rua VV 1,-16.7120809,-49.3245768,8229.16,-7406.93,-3576.36
Rua VV 10,-16.7129155,-49.3215675,7983.99,-7086.57,-3669.11
Rua VV 2,-16.7128824,-49.3243602,8247.62,-7383.87,-3665.43
Rua VV 3,-16.7131911,-49.3236962,8199.77,-7313.18,-3699.74
Rua VV 4,-16.7138329,-49.3233561,8200.05,-7276.97,-3771.06
Rua VV 5,-16.7131604,-49.3220118,8038.53,-7133.86,-3696.33
Rua VV 8,-16.7129829,-49.3235005,8170.73,-7292.35,-3676.6
Rua Valdemar Barbosa,-16.7344432,-49.3650495,13196.62,-11715.52,-6061.55
Rua Valdevia,-16.6704704,-49.2223874,3628.65,3471.83,1047.94
Rua Valentim Capuzzo,-16.6991581,-49.3578473,11161.7,-10948.8,-2140.21
Rua Valença,-16.7292104,-49.3080995,7876.9,-5652.8,-5480.01
Rua Valle Grande,-16.7448321,-49.3378983,11404.94,-8825.09,-7216.1
Rua Vancouver,-16.7268738,-49.341415,10582.35,-9199.47,-5220.34
Rua Veneto,-16.7215669,-49.2153738,6267.18,4218.48,-4630.57
Rua Veneza,-16.7138777,-49.3033583,6387.64,-5148.07,-3776.04
Rua Verlino José da Cunha,-16.6243861,-49.358784,12662.76,-11048.52,6169.42
Rua Vicente da Fonseca Ribeiro,-16.6516879,-49.1912114,7484.21,6790.73,3135.29
Rua Vicinal Espanha,-16.8185181,-49.3776133,20199.69,-13053.02,-15405.04
Rua Vicinal Suíça,-16.8170158,-49.37944,20199.6,-13247.49,-15238.08
Rua Vieira Cunha,-16.6565192,-49.1897745,7418.47,6943.7,2598.38
Rua Vinha Del Mar,-16.6721646,-49.2219761,3621.29,3515.62,859.66
Rua Vinte e Um de Abril,-16.6424979,-49.2943543,5905.24,-4189.53,4156.61
Rua Vinte e Um de Março,-16.6792631,-49.3047916,5304.09,-5300.66,70.78
Rua Vinícius de Moraes,-16.5677344,-49.2799703,12752.85,-2658.26,12465.29
Rua Violeta Bitars Carrara,-16.65874,-49.3479906,10181.16,-9899.49,2351.57
Rua Violetas,-16.5912011,-49.3159237,11807.09,-6485.74,9857.37
Rua Virgínia Rezende,-16.6266913,-49.2987551,7532.12,-4658.03,5913.24
Rua Visconde de Sepetiba,-16.5703519,-49.2962805,12950.93,-4394.59,12174.4
Rua Vitalina Castro Arantes,-16.6464017,-49.2799215,4574.09,-2653.06,3722.77
Rua Vitória,-16.6587778,-49.2305526,3506.86,2602.59,2347.37
Rua Vitória Régia,-16.6424194,-49.2761947,4739.94,-2256.32,4165.33
Rua Vosne-Romanee,-16.7028568,-49.2690934,2961.32,-1500.34,-2551.26
Rua W 1,-16.7752134,-49.3548781,15014.97,-10632.71,-10592.46
Rua W 10,-16.7794069,-49.3634313,15992.27,-11543.25,-11058.5
Rua W 11,-16.7799278,-49.3637903,16059.94,-11581.47,-11116.38
Rua W 12,-16.7815296,-49.3626501,16097.08,-11460.09,-11294.4
Rua W 13,-16.7824771,-49.3624461,16155.8,-11438.37,-11399.7
Rua W 14,-16.7824965,-49.3636199,16246.08,-11563.33,-11401.85
Rua W 2,-16.7758065,-49.3553369,15096.13,-10681.55,-10658.37
Rua W 3,-16.6601166,-49.2844901,3834.99,-3139.42,2198.59
Rua W 4,-16.776865,-49.3561701,15242.06,-10770.25,-10776.01
Rua W 5,-16.5909177,-49.2624672,9926.31,-794.93,9888.87
Rua W 6,-16.6599997,-49.2846066,3852.62,-3151.83,2211.58
Rua W 8,-16.6601088,-49.2847871,3861.44,-3171.04,2199.45
Rua W 9,-16.6603344,-49.2845542,3826.77,-3146.25,2174.38
Rua Wanda Mattos Lima,-16.660901,-49.3784434,13318.0,-13141.39,2111.41
Rua Wanderlino Oliveira,-16.6184433,-49.2975336,8199.47,-4527.99,6829.86
Rua Wenceslau Braz,-16.6925272,-49.3115337,6183.09,-6018.4,-1403.3
Rua X,-16.6579974,-49.2630366,2581.54,-855.55,2434.1
Rua X 1,-16.6966426,-49.214814,4667.62,4278.07,-1860.65
Rua X 10,-16.6606949,-49.2862136,3951.65,-3322.9,2134.32
Rua X 2,-16.6585403,-49.262606,2509.48,-809.71,2373.77
Rua X 3,-16.6964144,-49.2135967,4776.98,4407.66,-1835.29
Rua X 4,-16.6585078,-49.26270359999999,2516.27,-820.1,2377.38
Rua X 5,-16.6959211,-49.2123433,4880.21,4541.1,-1780.47
Rua X 6,-16.6952921,-49.2118371,4905.62,4594.99,-1710.57
Rua X 7,-16.6563112,-49.2853096,4159.83,-3226.66,2621.49
Rua X 9,-16.685833,-49.2600037,848.11,-532.68,-659.35
Rua XVIII de Outubro,-16.5979512,-49.3209869,11509.01,-7024.76,9107.21
Rua Xerentes,-16.6301835,-49.2316576,6061.75,2484.96,5525.14
Rua Zuleica,-16.6171514,-49.2916041,7993.1,-3896.76,6973.44
Rua da Abolição,-16.6905323,-49.3594468,11187.61,-11119.08,-1181.6
Rua da Albacora,-16.7340272,-49.2947258,7356.93,-4229.08,-6015.32
Rua da Ametista,-16.6318653,-49.2493194,5375.39,604.74,5338.24
Rua da Anchova,-16.7349229,-49.2959062,7510.84,-4354.74,-6114.86
Rua da Asteria,-16.7383506,-49.2993385,8033.68,-4720.14,-6495.79
Rua da Borracha,-16.6968615,-49.3259348,7787.22,-7551.49,-1884.98
Rua da Caiçara,-16.7321576,-49.291254,6976.63,-3859.49,-5807.54
Rua da Carapeba,-16.7378702,-49.3059986,8429.14,-5429.15,-6442.4
Rua da Carpa,-16.6942561,-49.415022,17118.89,-17035.44,-1595.44
Rua da Charita,-16.7336797,-49.2913434,7123.37,-3869.0,-5976.7
Rua da Cioba,-16.7359951,-49.3058592,8261.06,-5414.31,-6234.01
Rua da Concórdia,-16.6449965,-49.2480237,3951.6,742.67,3878.93
Rua da Divisa,-16.6239976,-49.3363636,10666.32,-8661.71,6212.6
Rua da Esperança,-16.6805308,-49.2195379,3777.93,3775.18,-70.1
Rua da Esponja,-16.7414757,-49.3026974,8525.48,-5077.71,-6843.09
Rua da Feira,-16.7134048,-49.2966032,5789.11,-4428.95,-3723.49
Rua da Felicidade,-16.6174259,-49.2843037,7616.03,-3119.58,6942.93
Rua da Fé,-16.6798738,-49.2186456,3872.33,3870.17,2.91
Rua da Gaivota,-16.7328988,-49.3059251,8009.07,-5421.33,-5889.91
Rua da Glória,-16.7237024,-49.2199039,6139.58,3736.22,-4867.89
Rua da Independência,-16.6549922,-49.3203059,7487.65,-6952.26,2768.08
Rua da Lagosta,-16.7411091,-49.2999138,8318.85,-4781.38,-6802.35
Rua da Liberdade,-16.6788314,-49.3063181,5467.52,-5463.16,118.76
Rua da Lobeira,-16.611009,-49.327315,10864.34,-7698.43,7656.06
Rua da Maçonaria,-16.6164422,-49.2534471,7058.12,165.32,7052.25
Rua da Medusa,-16.7403281,-49.297981,8130.31,-4575.62,-6715.55
Rua da Misericórdia,-16.7517592,-49.3824299,15748.42,-13565.78,-7985.93
Rua da Ostra,-16.7393448,-49.2945118,7835.74,-4206.3,-6606.28
Rua da Palombeta,-16.7391015,-49.2938541,7775.43,-4136.28,-6579.24
Rua da Paz,-16.6233919,-49.3258225,9818.66,-7539.54,6279.91
Rua da Perca,-16.7331376,-49.2971792,7431.2,-4490.26,-5916.45
Rua da Pescada,-16.7325649,-49.2959178,7299.59,-4355.98,-5852.81
Rua da Platina,-16.6344642,-49.280221,5722.21,-2684.95,5049.41
Rua da Prata,-16.6825819,-49.2139268,4385.08,4372.52,-298.05
Rua da Raia,-16.73162,-49.2992535,7435.53,-4711.09,-5747.8
Rua da República,-16.6595504,-49.3219995,7487.03,-7132.56,2261.51
Rua da Soia,-16.7330434,-49.3038846,7875.59,-5204.1,-5905.98
Rua da Tainha,-16.7332547,-49.3052542,7990.19,-5349.9,-5929.47
Rua da Tremelga,-16.7286976,-49.3001604,7250.87,-4807.63,-5423.02
Rua da Urca,-16.7323543,-49.2900569,6925.3,-3732.05,-5829.4
Rua da Vitória,-16.6587778,-49.2305526,3506.86,2602.59,2347.37
Rua das Acácias,-16.5959748,-49.2554105,9332.16,-43.7,9326.86
Rua das Agaves,-16.7733452,-49.3545734,14845.92,-10600.27,-10384.84
Rua das Alpineas,-16.7220542,-49.2023704,7306.87,5602.78,-4684.72
Rua das Américas,-16.7256689,-49.2173868,6476.74,4004.18,-5086.43
Rua das Araras,-16.6392319,-49.2353866,4981.44,2087.98,4519.57
Rua das Arecas,-16.7252692,-49.2076253,7134.99,5043.36,-5042.01
Rua das Aroeiras,-16.7336116,-49.2384744,6226.38,1759.26,-5969.13
Rua das Auroras,-16.6720417,-49.4147604,17039.84,-17007.59,873.32
Rua das Avencas,-16.7216457,-49.2119017,6528.17,4588.11,-4639.32
Rua das Azaléias,-16.5889155,-49.3145956,11944.41,-6344.36,10111.38
Rua das Bandeiras,-16.6692757,-49.3047189,5426.18,-5292.92,1180.71
Rua das Baronezas,-16.7248994,-49.2128809,6720.1,4483.87,-5000.92
Rua das Bromélias,-16.5896101,-49.3143674,11866.08,-6320.07,10034.18
Rua das Caliandras,-16.7237009,-49.1990309,7697.65,5958.29,-4867.72
Rua das Camomilas,-16.6659575,-49.4226102,17921.04,-17843.25,1549.47
Rua das Camélias,-16.6910029,-49.3261635,7679.73,-7575.84,-1233.9
Rua das Candeias,-16.7192949,-49.3865151,14676.04,-14000.68,-4378.07
Rua das Castanheiras,-16.6986517,-49.1470009,11690.54,11497.24,-2083.93
Rua das Cerejeiras,-16.6864111,-49.3512452,10277.03,-10245.96,-723.6
Rua das Chácaras,-16.6569682,-49.3118476,6570.52,-6051.82,2548.48
Rua das Cicas,-16.6675339,-49.4202818,17659.37,-17595.38,1374.28
Rua das Copaíbas,-16.7276448,-49.2090424,7220.98,4892.5,-5306.02
Rua das Dálias,-16.6976955,-49.3217224,7377.03,-7103.06,-1977.67
Rua das Embaúbas,-16.7270386,-49.2088064,7188.75,4917.62,-5238.65
Rua das Eugênias,-16.7241074,-49.2130736,6640.98,4463.35,-4912.9
Rua das Figueiras,-16.7716745,-49.3552485,14768.41,-10672.14,-10199.17
Rua das Flores,-16.7029761,-49.3284277,8230.95,-7816.88,-2564.52
Rua das Fênix,-16.7197213,-49.2126849,6318.03,4504.73,-4425.46
Rua das Gameleiras,-16.6135232,-49.1895937,10150.33,6962.95,7376.65
Rua das Garças,-16.6333768,-49.2390712,5444.34,1695.73,5170.26
Rua das Glicineas,-16.6985151,-49.322313,7462.39,-7165.93,-2068.75
Rua das Guarantãs,-16.6116775,-49.1910702,10194.8,6805.76,7581.77
Rua das Guarirobas,-16.6183415,-49.184451,10165.7,7510.42,6841.18
Rua das Helicônias,-16.7073375,-49.2173983,5034.61,4002.96,-3049.21
Rua das Hortências,-16.590383,-49.3154398,11855.11,-6434.23,9948.29
Rua das Hortênsias,-16.590383,-49.3154398,11855.11,-6434.23,9948.29
Rua das Laranjeiras,-16.6639373,-49.2915057,4274.55,-3886.28,1773.98
Rua das Macaúbas,-16.7211074,-49.2115174,6514.78,4629.02,-4579.5
Rua das Magnólias,-16.7004346,-49.3231183,7606.13,-7251.66,-2282.07
Rua das Mangabas,-16.6106361,-49.1841736,10782.05,7539.95,7697.5
Rua das Margaridas,-16.5915982,-49.3143279,11677.33,-6315.86,9813.24
Rua das Missões,-16.6926091,-49.3539371,10632.39,-10532.53,-1412.4
Rua das Mussaendas,-16.7196681,-49.2154273,6108.83,4212.78,-4419.55
Rua das Oliveiras,-16.7235433,-49.2086606,6921.58,4933.15,-4850.21
Rua das Opalas,-16.6293538,-49.2462161,5697.84,935.11,5617.35
Rua das Orquídeas,-16.609355,-49.2425743,7955.16,1322.8,7839.87
Rua das Paineiras,-16.7269477,-49.2076172,7268.74,5044.22,-5228.55
Rua das Palmas,-16.70033,-49.3278778,8087.84,-7758.34,-2270.45
Rua das Palmeiras,-16.6894407,-49.2175888,4123.6,3982.68,-1060.29
Rua das Papoulas,-16.7013174,-49.3215979,7482.47,-7089.8,-2380.18
Rua das Perobas,-16.6062439,-49.1957715,10339.02,6305.28,8185.62
Rua das Pitangueiras,-16.7398954,-49.3407891,11312.83,-9132.84,-6667.47
Rua das Primaveras,-16.7282076,-49.2093542,7244.78,4859.31,-5368.57
Rua das Pérolas,-16.6287028,-49.2449751,5792.17,1067.22,5689.7
Rua das Quaresmeiras,-16.7198859,-49.2103344,6511.46,4754.96,-4443.75
Rua das Rocas,-16.7362966,-49.2874101,7158.2,-3450.28,-6267.52
Rua das Rosas,-16.5919624,-49.3145579,11656.62,-6340.35,9772.77
Rua das Rosálias,-16.7233616,-49.2131906,6571.39,4450.9,-4830.02
Rua das Samambaias,-16.5891874,-49.3141093,11891.29,-6292.59,10081.16
Rua das Serôneas,-16.77475,-49.3535543,14878.89,-10491.78,-10540.96
Rua das Tarumãs,-16.771534,-49.355931,14810.28,-10744.8,-10183.56
Rua das Tulipas,-16.7014113,-49.3222627,7552.92,-7160.57,-2390.61
Rua de Baixo,-16.7462248,-49.3806039,15274.88,-13371.39,-7370.87
Rua de Icarai,-16.7349957,-49.290968,7225.37,-3829.04,-6122.95
Rua de Interligação,-16.7360219,-49.3401524,11008.46,-9065.06,-6236.99
